uber_cost,taxi_cost
175.73,177.32
164.6,164.74
119.35,123.03
197.67,203.22
199.99,199.65
118.61,116.29
201.2,204.64
26.63,28.16
149.13,150.17
226.9,222.23
141.04,133.86
94.58,94.14
125.88,132.14
125.84,124.37
209.08,208.38
220.97,219.57
31.58,30.04
136.97,132.61
112.91,107.2
143.19,140.51
204.06,212.18
134.03,135.36
60.83,64.05
249.67,245.61
222.74,215.81
75.89,74.1
203.37,199.94
56.29,53.22
151.64,145.21
40.77,37.41
189.13,188.55
103.67,102.31
78.64,79.25
158.64,157.58
28.64,32.07
51.67,44.23
125.41,124.04
86.06,88.17
32.71,24.14
81.02,81.7
124.76,125.59
107.78,114.54
75.21,76.65
75.59,84.99
194.27,198.63
220.96,216.71
10.85,11.52
165.33,165.13
140.07,132.49
20.82,14.72
49.3,47.27
138.28,134.75
54.6,51.46
138.37,142.76
29.42,31.99
239.48,245.79
122.73,120.45
161.04,159.98
52.33,54.94
16.37,17.7
36.03,43.76
72.28,70.68
232.24,239.14
93.19,97.86
190.22,186.47
177.41,171.31
226.78,231.8
182.19,183.29
181.14,175.12
206.98,206.29
26.93,25.29
70.82,76.37
97.49,95.23
149.33,151.63
143.8,143.34
17.04,11.17
87.1,93.19
99.6,103.17
172.53,178.17
224.2,228.56
26.2,32.04
116.77,115.24
166.89,158.09
241.69,235.38
236.23,236.92
185.36,189.76
42.78,42.21
22.45,23.73
75.65,72.62
50.46,49.01
237.27,240.5
209.12,202.55
53.32,48.35
185.4,189.43
30.84,22.84
207.59,206.62
42.58,37.11
61.17,61.98
106.96,109.98
153.34,153.16
201.32,198.83
169.76,172.76
77.32,71.94
97.71,97.54
