uber_cost,taxi_cost
179.0,182.92
31.68,30.73
102.14,101.58
162.85,165.08
50.07,48.72
135.54,132.58
189.25,184.29
96.76,100.63
91.4,94.41
97.9,97.65
42.42,46.45
61.84,57.03
152.34,151.86
11.31,8.33
142.51,144.93
72.05,75.81
131.63,133.58
189.84,188.93
13.74,12.06
163.09,161.97
72.55,69.77
122.18,125.98
143.58,143.34
11.28,10.25
171.33,172.7
82.93,86.85
174.35,177.42
125.37,127.24
11.23,13.91
70.3,72.99
42.65,38.34
15.08,14.9
105.95,107.98
106.15,106.96
120.07,123.08
94.82,90.07
112.1,113.3
79.98,78.5
7.47,7.79
98.04,98.75
24.94,25.87
152.45,153.0
8.01,10.17
187.16,189.89
121.32,122.39
165.01,164.41
180.09,179.55
25.96,28.43
113.23,114.41
158.95,159.66
93.64,92.67
86.13,86.96
7.68,8.92
76.47,72.25
141.55,138.12
96.82,97.06
138.22,137.71
55.77,57.88
88.93,87.41
129.91,128.7
127.82,129.71
39.5,39.46
157.03,155.69
45.24,43.31
115.64,116.54
87.96,90.37
198.45,199.48
187.41,186.48
147.6,147.12
115.24,115.11
157.5,155.56
56.21,54.63
45.1,41.49
71.83,69.95
156.96,151.38
150.42,150.29
185.42,182.45
36.54,36.09
110.11,107.91
192.34,193.54
197.6,196.36
123.26,124.68
23.13,22.02
70.46,70.02
123.93,122.13
101.77,103.46
94.87,91.57
159.26,161.89
100.65,96.48
158.02,159.12
164.55,163.74
147.81,148.42
78.6,79.23
50.67,54.07
51.99,51.22
33.87,30.24
48.99,45.21
174.67,174.48
10.64,12.92
163.68,162.93
29.33,25.47
154.3,149.41
132.32,133.18
73.11,77.31
90.84,85.03
71.84,72.02
191.13,192.25
101.88,102.49
70.19,75.53
55.39,53.54
128.2,125.2
79.84,78.32
48.76,51.85
129.58,127.2
88.93,88.58
75.41,75.04
81.65,77.9
113.78,109.1
67.05,68.51
31.98,32.84
29.88,30.6
13.04,10.79
94.43,93.68
24.49,22.1
9.41,10.78
24.1,26.04
26.75,26.31
106.58,107.44
27.45,24.04
22.06,23.34
87.74,83.08
66.41,62.66
116.15,116.1
100.36,100.57
97.44,96.56
181.26,183.88
18.94,17.4
196.77,191.8
105.12,105.23
13.03,18.75
190.33,190.4
192.11,188.13
79.61,78.52
128.09,126.95
47.4,47.58
128.08,127.11
198.93,197.38
125.34,125.31
56.0,60.57
33.52,31.17
149.75,151.11
158.58,163.34
42.8,44.27
117.54,119.18
105.47,103.46
101.58,101.67
42.59,37.59
179.44,178.81
161.32,159.97
100.97,102.29
107.15,108.69
143.56,143.08
99.79,97.51
106.28,104.39
101.53,106.89
103.13,105.75
188.84,190.4
87.12,87.17
84.16,84.57
99.35,99.35
8.03,7.69
198.61,194.76
116.91,116.65
142.14,139.66
144.01,146.52
99.68,100.74
179.69,178.92
28.91,26.65
151.06,155.51
103.81,103.6
161.0,164.87
191.67,193.84
174.32,175.15
186.67,185.36
90.06,93.14
16.07,12.06
28.55,26.02
62.59,61.55
58.82,60.79
126.4,126.52
66.37,71.26
64.23,62.97
118.32,113.39
74.43,79.28
53.5,48.47
142.99,138.53
183.15,182.54
92.7,94.21
59.03,57.32
110.67,115.03
32.69,30.34
33.16,31.86
38.18,36.3
58.51,56.34
72.44,72.45
182.76,180.04
149.19,148.21
157.5,156.79
34.57,34.59
99.07,99.09
8.16,5.96
174.99,178.46
29.57,30.88
148.19,149.54
189.97,189.94
23.0,23.14
102.12,103.0
162.32,163.32
163.62,162.2
45.32,45.41
49.32,48.69
71.48,72.68
75.63,76.04
82.87,80.95
130.08,130.11
198.94,200.48
99.46,98.66
135.42,133.47
108.64,106.39
14.73,14.25
73.73,71.15
59.1,58.0
147.7,150.62
115.26,115.96
115.0,112.82
51.6,50.21
96.1,93.84
184.78,183.86
198.46,201.13
190.56,188.41
184.68,186.72
156.56,157.39
181.29,182.52
187.81,190.36
117.86,121.59
59.99,61.66
68.9,69.4
50.49,51.05
145.8,143.97
153.23,151.23
26.17,27.28
139.1,144.25
56.59,53.44
36.14,36.84
146.25,150.46
94.18,92.62
133.71,136.51
116.3,117.95
197.3,200.05
162.38,166.79
90.31,93.84
184.06,185.88
176.77,174.02
169.99,164.22
154.05,153.94
194.36,197.81
71.24,70.84
56.36,56.72
22.34,25.48
121.63,117.45
197.07,195.26
9.22,7.41
170.65,174.76
125.43,125.27
97.56,101.46
194.13,189.37
80.54,84.55
172.17,171.93
67.41,66.12
106.78,108.62
60.6,62.86
91.35,89.06
121.54,121.76
32.62,32.61
101.42,104.58
188.39,189.85
76.32,76.83
102.56,102.47
18.04,16.25
41.86,38.78
64.39,65.45
188.83,189.8
56.65,56.21
111.74,108.69
151.54,151.78
28.62,32.25
43.21,47.08
34.42,35.36
92.08,97.62
9.45,10.61
160.78,161.91
181.54,178.89
94.09,94.45
147.14,151.16
131.64,130.74
173.48,173.77
33.02,35.75
12.53,12.8
20.27,23.2
194.58,192.14
92.34,88.89
73.31,75.94
46.14,47.5
120.45,120.98
38.75,37.79
85.77,80.19
49.93,49.08
123.36,124.45
198.02,201.97
98.18,103.42
115.07,116.9
131.46,134.47
101.59,98.11
183.84,185.89
180.52,182.55
151.49,149.48
63.52,63.11
157.46,159.19
52.37,56.45
11.36,14.31
89.04,87.58
31.16,35.98
125.33,122.05
188.16,192.97
152.53,154.03
116.41,113.91
190.44,192.54
28.96,30.59
151.28,149.65
179.29,175.25
43.97,47.18
63.55,64.62
126.75,128.1
29.66,31.03
90.25,89.51
70.69,69.5
178.68,178.13
25.54,24.74
15.57,11.44
171.05,176.83
55.34,57.45
103.33,101.86
191.54,195.87
140.18,141.73
104.35,103.04
72.88,73.45
149.01,150.86
64.07,68.86
145.63,149.62
173.91,170.23
121.62,123.22
154.14,150.93
31.15,30.5
110.13,113.36
134.77,133.13
70.99,71.8
68.6,69.09
146.25,148.55
49.1,49.1
101.04,106.53
48.17,48.3
20.59,23.35
109.32,109.3
88.14,89.18
19.96,21.92
135.43,136.73
151.2,153.49
187.55,188.87
48.33,43.93
105.76,106.2
69.22,68.41
154.43,153.68
48.3,43.42
66.17,67.44
185.61,183.86
152.16,155.51
144.83,145.78
51.2,50.16
192.82,187.06
151.38,150.46
145.41,145.52
94.1,94.57
124.73,127.96
59.41,54.71
84.57,85.5
16.63,15.4
57.62,54.04
9.6,8.72
84.68,89.47
183.25,179.2
25.75,23.24
57.11,60.2
31.08,27.77
76.17,71.08
118.7,120.84
105.12,101.37
29.19,29.29
180.12,179.68
141.29,142.47
131.24,130.23
52.77,50.64
25.52,22.99
188.11,187.58
127.16,129.03
200.37,200.28
25.64,24.75
133.25,129.94
161.05,161.29
186.17,184.98
168.4,167.49
116.86,117.82
108.78,106.49
177.99,174.83
7.48,12.33
186.11,187.96
155.66,152.12
171.43,172.98
36.69,37.78
124.49,124.26
85.39,82.9
182.1,179.59
163.62,162.09
35.29,35.99
100.98,99.16
79.79,84.71
173.83,172.86
165.25,166.99
131.87,135.8
69.02,72.37
184.19,189.47
159.69,159.66
51.75,55.52
135.24,130.68
48.56,48.85
81.77,77.93
140.46,140.36
26.58,24.2
68.02,69.31
165.14,165.48
170.57,171.06
21.85,18.63
169.25,168.22
96.69,96.66
97.12,97.67
107.55,104.73
133.3,136.66
85.09,84.27
16.68,20.5
93.91,91.79
61.93,59.74
112.09,112.32
111.01,106.37
166.72,166.59
110.98,108.71
9.42,10.29
63.06,65.05
193.73,194.26
152.51,152.0
152.74,151.73
176.4,176.33
65.87,65.47
165.16,163.33
153.37,158.84
27.54,30.41
148.14,149.85
111.16,111.93
22.43,22.14
173.24,178.35
128.26,130.81
168.19,173.65
113.95,113.86
152.27,153.9
157.74,156.66
81.82,81.13
17.49,14.67
28.4,26.54
38.41,38.66
113.15,118.24
33.73,29.73
53.72,51.79
75.41,73.93
74.12,73.57
133.15,128.73
75.24,77.03
148.41,152.57
109.76,108.61
157.83,156.88
128.8,127.17
162.23,165.58
166.38,165.72
157.34,153.54
97.14,97.26
192.03,191.27
14.5,12.25
142.66,142.57
175.78,175.12
48.21,48.92
130.81,126.99
192.49,188.55
189.2,190.48
82.4,79.03
101.77,105.91
94.88,91.64
59.07,60.39
115.24,115.01
196.97,194.97
40.76,39.68
96.73,97.32
72.7,68.19
130.87,132.89
37.12,41.15
74.95,78.29
166.53,168.55
148.97,149.88
23.31,23.58
135.84,135.14
38.17,38.65
12.73,11.61
160.16,162.64
64.4,61.21
53.93,54.06
147.87,144.43
145.58,147.68
26.1,26.82
41.79,39.46
21.79,24.37
193.73,194.26
34.52,31.22
201.63,198.86
52.25,49.67
136.93,136.14
44.21,45.14
140.47,137.83
77.93,77.77
162.79,162.2
142.44,146.35
57.07,60.98
96.8,99.82
113.39,114.32
138.01,140.88
64.04,63.21
55.27,55.98
121.71,116.74
99.3,100.46
78.04,78.7
193.9,194.09
91.92,90.61
183.68,183.8
22.25,22.68
89.28,89.57
117.82,117.0
104.97,106.15
17.44,14.29
73.39,74.14
83.77,84.49
167.42,166.72
61.85,57.0
59.17,63.18
127.16,123.07
157.09,159.25
190.3,189.38
83.66,82.29
100.92,100.3
73.3,71.06
162.79,164.78
80.58,84.21
75.51,75.04
18.27,18.12
134.81,132.21
100.44,98.41
46.86,46.71
37.0,41.26
191.55,190.16
28.87,29.81
30.11,30.43
59.26,62.67
60.5,59.4
62.41,63.35
169.85,166.67
106.53,105.01
185.26,181.33
135.3,138.44
125.6,127.88
173.81,178.79
81.41,76.0
103.27,99.2
158.7,160.98
75.73,80.59
117.16,115.98
136.98,138.51
106.03,103.56
169.41,168.2
84.45,85.77
45.99,42.71
178.57,178.88
17.92,15.98
135.17,136.22
146.74,147.12
185.71,186.18
134.16,136.13
61.64,60.31
106.96,109.25
114.46,116.28
26.54,26.88
192.69,191.15
143.75,142.31
19.09,15.95
65.21,63.72
10.5,9.03
113.19,115.85
75.21,75.63
61.21,58.39
34.05,32.36
117.35,115.63
93.63,90.03
79.88,78.79
143.58,144.16
18.0,17.34
63.76,64.69
73.71,76.41
80.49,80.7
117.09,115.02
23.73,21.62
64.58,63.17
95.6,96.98
39.65,42.3
111.82,109.28
151.43,149.86
34.58,35.05
130.72,132.85
144.62,144.17
159.73,159.82
25.05,24.33
53.21,58.16
173.3,173.04
166.01,167.4
79.75,75.92
76.03,77.18
156.79,151.78
177.45,180.5
21.46,24.77
33.28,30.77
91.16,88.28
163.97,168.8
193.31,190.69
151.86,154.68
28.16,28.66
57.88,57.45
139.07,136.17
42.99,41.88
91.12,89.17
94.17,94.73
93.46,97.88
176.35,174.67
105.49,105.8
75.32,77.85
60.35,58.72
46.47,45.92
196.6,197.82
92.82,93.48
100.99,96.19
132.73,133.08
100.85,101.96
106.56,108.0
59.58,62.8
175.37,171.6
90.32,85.78
132.89,129.15
52.66,49.28
69.49,72.93
171.63,166.55
13.01,15.02
153.13,152.07
149.31,148.04
198.98,196.7
19.45,17.8
102.83,107.0
33.17,33.17
84.29,83.67
84.74,84.49
131.49,133.49
116.17,116.84
13.74,16.63
37.2,36.81
61.46,60.08
89.16,91.85
194.26,192.06
11.22,9.36
55.02,55.43
157.05,161.12
17.56,17.59
192.29,192.4
87.58,91.72
133.28,134.95
153.76,156.05
192.05,194.43
128.18,128.09
135.91,133.34
118.35,113.66
78.92,80.29
87.36,84.75
76.37,78.19
18.95,21.27
87.87,89.07
88.49,90.02
82.97,79.76
16.8,17.13
15.75,15.51
44.29,39.22
173.42,170.31
69.54,70.46
136.65,135.23
60.77,61.35
142.75,141.55
15.18,16.56
96.87,96.75
163.22,163.37
183.89,181.47
130.75,134.47
195.79,196.61
17.52,22.73
103.42,107.37
87.42,86.17
9.71,6.22
155.9,155.95
102.6,102.04
79.71,77.37
24.41,24.33
67.75,66.72
199.0,197.96
101.74,100.8
32.17,29.2
159.43,157.67
130.25,132.36
67.23,67.35
15.65,15.26
99.47,99.17
35.17,39.55
77.64,76.72
177.07,177.74
166.59,164.19
22.05,23.85
130.52,132.22
39.65,39.05
110.9,111.16
186.38,186.95
73.89,70.41
7.06,12.08
111.41,110.34
93.38,93.22
132.21,130.46
100.05,102.4
32.48,36.66
15.05,17.19
168.71,166.43
89.72,85.02
183.48,181.97
14.2,17.43
108.49,110.27
125.79,123.09
75.96,76.04
53.69,52.01
163.05,160.18
58.2,58.65
120.05,120.99
64.39,61.88
172.96,172.2
108.92,109.27
180.69,181.76
62.07,61.82
122.07,123.51
99.81,99.92
196.72,196.43
194.83,190.26
9.9,8.07
25.79,24.31
86.95,87.43
93.39,97.94
52.43,57.93
163.83,160.1
70.6,70.72
195.9,195.82
33.13,34.38
93.75,92.05
12.59,14.24
171.63,170.91
151.14,155.27
123.19,123.48
105.3,106.99
47.48,44.87
84.65,82.92
72.85,75.79
129.2,124.82
104.71,108.75
30.01,26.99
28.89,25.83
12.62,12.92
52.91,51.05
42.23,43.93
78.62,82.99
154.71,153.68
69.96,72.75
76.12,81.24
150.56,145.76
37.96,36.71
163.07,162.45
78.38,73.81
92.12,88.87
98.25,98.74
164.89,164.7
188.38,190.62
46.04,48.21
21.57,22.1
135.88,140.45
11.94,10.32
64.41,65.01
155.43,160.99
14.84,10.92
189.1,184.05
102.4,99.57
51.77,48.79
58.16,62.21
87.75,86.39
108.22,108.81
64.27,62.87
202.8,202.32
17.62,17.23
145.12,143.38
52.02,54.1
151.52,150.48
55.88,55.68
66.09,67.41
121.78,117.96
145.17,144.6
123.53,128.61
116.8,112.04
65.19,65.91
109.02,109.08
46.15,51.33
181.86,181.43
193.83,192.08
58.79,58.51
99.96,95.79
29.39,33.1
59.95,57.2
120.44,125.67
122.54,124.76
80.67,79.01
55.65,57.13
68.03,70.98
88.3,85.94
149.96,145.22
139.96,136.49
29.11,27.55
126.56,125.65
35.83,35.93
126.4,131.16
171.15,172.79
96.63,95.35
166.86,169.32
11.52,7.4
11.82,11.92
131.13,133.45
123.38,128.29
165.56,167.34
21.67,22.38
66.76,65.28
188.47,192.66
98.1,100.92
149.86,150.86
82.08,82.7
86.48,89.24
197.24,197.93
169.18,169.56
12.68,10.34
34.95,33.81
184.62,180.21
18.07,14.03
101.69,105.1
70.5,67.42
19.73,17.6
164.12,159.4
106.26,106.24
65.97,64.6
9.85,8.59
194.48,194.65
141.91,142.7
49.1,48.49
48.47,52.42
176.7,177.29
164.22,164.14
93.04,95.6
77.39,79.65
30.64,33.12
66.04,64.04
109.91,107.91
30.62,33.06
13.65,13.92
33.33,35.33
183.45,182.9
147.57,144.41
193.63,197.72
151.9,152.68
85.75,89.28
171.21,171.89
156.93,155.62
170.26,167.07
14.92,16.4
137.17,136.89
39.08,38.46
135.89,136.1
157.6,161.74
126.82,126.66
57.48,55.93
58.87,60.86
36.42,36.5
128.14,125.65
138.33,137.95
70.29,71.25
94.5,94.4
92.62,93.39
65.36,64.67
36.16,33.64
17.82,21.38
103.33,98.11
69.57,72.65
96.91,97.29
76.47,75.52
161.15,160.48
71.25,70.46
168.33,168.04
30.66,33.04
184.17,182.42
152.37,147.06
84.43,81.08
182.59,178.78
42.64,42.01
177.47,176.29
154.54,154.07
47.68,48.95
20.18,19.38
138.61,134.31
56.57,55.58
63.69,61.16
189.67,192.9
28.68,28.74
171.73,169.39
88.5,88.7
26.98,29.8
95.06,93.47
151.61,156.11
33.83,34.0
194.01,195.58
35.51,36.3
43.49,42.67
157.8,155.12
127.17,131.19
33.98,30.88
89.2,90.75
89.2,91.02
199.01,196.76
121.17,124.89
120.82,116.83
196.77,192.54
180.4,180.78
123.2,119.84
47.15,47.21
91.21,88.97
107.55,109.35
166.27,162.89
145.65,145.82
120.14,122.65
191.16,194.36
135.58,137.87
171.95,169.92
102.84,99.62
84.86,84.32
72.02,72.63
101.21,98.38
113.39,110.59
96.94,97.55
115.82,120.17
91.04,90.52
107.6,109.29
174.87,173.67
101.22,104.41
112.23,115.49
29.68,29.17
51.76,48.61
47.53,46.7
161.47,161.65
34.14,32.85
132.6,129.66
21.98,21.15
12.59,12.2
86.27,85.18
28.18,27.24
186.19,187.23
110.57,112.47
71.98,74.28
195.04,197.05
74.78,77.6
44.1,46.05
19.61,23.97
50.4,49.59
62.68,65.85
40.59,41.47
111.36,107.79
141.3,146.74
16.39,17.51
14.67,12.48
182.06,182.75
27.13,22.5
188.53,186.27
152.63,150.78
133.45,132.71
181.25,184.52
193.52,197.34
61.88,59.48
123.48,118.16
153.56,153.46
121.21,120.11
93.17,95.32
26.99,25.11
84.18,85.01
111.08,113.27
92.07,92.64
190.62,195.68
20.32,20.94
33.11,31.08
180.7,183.69
188.84,187.34
67.15,71.85
167.9,164.64
158.68,160.03
79.54,74.83
74.14,72.99
132.13,133.48
185.66,182.84
162.56,163.02
160.14,155.65
103.11,102.7
97.59,96.41
81.97,77.57
54.54,54.81
35.63,40.02
176.25,178.89
143.2,144.39
48.07,53.03
64.81,60.04
202.14,200.76
118.34,119.51
175.41,174.46
80.41,76.29
157.06,156.57
175.5,176.56
47.85,46.73
94.43,96.68
13.25,13.24
157.55,157.45
112.09,114.74
120.45,117.45
10.23,14.14
129.72,131.7
76.37,71.05
99.94,99.94
67.11,69.31
81.29,81.22
88.25,86.76
16.74,14.75
51.63,52.41
160.5,158.91
168.63,168.51
36.61,32.42
147.59,148.13
194.67,198.88
94.34,93.75
134.07,134.27
110.89,109.67
32.84,33.61
99.88,95.09
133.53,131.33
161.18,162.49
79.37,79.85
95.29,99.68
151.77,152.63
18.47,20.78
90.88,92.61
18.0,17.86
47.13,49.93
103.63,102.08
16.89,11.15
99.31,99.02
90.07,89.99
168.85,170.78
29.39,30.09
15.95,15.87
127.97,131.38
153.4,154.93
23.41,24.31
146.52,147.62
155.59,153.33
67.73,65.59
197.07,198.99
43.35,46.43
67.75,65.71
69.99,64.36
119.72,120.17
88.09,86.38
164.45,162.33
14.25,19.17
44.8,40.05
186.73,188.49
125.95,130.77
144.05,148.44
44.99,43.46
136.44,133.12
91.32,94.88
99.77,97.44
132.31,133.28
178.36,180.21
107.85,105.66
139.03,144.02
111.79,111.57
89.89,91.91
185.8,185.47
146.16,147.86
179.63,174.18
26.45,27.05
115.52,114.92
150.61,147.27
9.16,8.7
160.45,159.25
39.16,37.5
19.15,20.39
26.16,27.77
131.06,134.28
133.35,130.78
100.83,100.3
13.99,15.11
124.43,127.2
61.06,60.28
55.25,58.46
84.45,84.07
140.5,138.92
114.98,110.37
28.14,30.24
53.13,50.8
87.71,84.56
187.7,186.61
74.67,74.13
52.7,55.96
145.03,140.51
148.0,147.19
17.43,17.41
176.22,181.58
61.43,60.19
145.21,141.58
92.42,93.69
105.17,102.93
158.73,154.88
116.97,115.71
103.98,106.9
31.56,27.13
27.27,24.95
62.97,61.49
67.91,65.86
162.85,164.79
21.23,22.8
160.74,164.84
136.51,139.73
158.96,157.06
185.78,186.53
60.81,59.6
170.46,171.11
62.44,63.33
69.75,65.33
121.95,125.52
21.87,20.02
129.62,129.54
135.85,133.95
145.35,146.53
138.93,140.15
137.37,132.84
30.48,28.41
75.52,73.69
132.21,128.47
51.18,48.81
200.35,196.96
116.12,117.84
196.29,197.01
168.3,167.44
143.13,147.0
65.25,63.44
28.34,31.09
92.49,96.05
59.99,61.92
56.78,53.29
113.3,115.99
171.25,168.82
149.77,153.96
141.12,138.75
31.23,36.09
135.18,135.11
143.46,147.87
105.73,104.53
114.87,111.29
107.22,106.81
90.66,91.64
97.9,100.31
196.88,197.47
138.83,138.49
62.27,59.71
163.15,165.26
163.24,162.2
153.37,154.76
179.52,181.33
118.09,119.32
43.29,45.78
75.4,78.06
96.07,95.69
97.1,97.11
113.76,110.17
183.24,180.48
85.06,87.32
167.3,169.63
129.95,128.54
28.25,30.21
154.48,156.69
146.0,147.96
139.96,143.87
55.95,54.46
139.81,137.07
14.25,12.25
21.54,21.18
68.21,68.22
80.89,79.61
193.7,195.66
96.4,96.12
107.49,108.05
61.68,62.16
69.93,70.95
162.79,166.15
136.97,132.99
30.83,32.43
191.09,195.08
10.55,8.59
24.71,26.87
35.68,40.79
17.85,18.46
201.53,198.39
27.24,26.0
59.72,63.4
162.34,160.79
19.91,24.03
13.01,11.13
103.01,105.9
55.46,55.66
85.63,86.34
125.75,124.67
68.8,65.44
189.48,190.41
80.75,77.15
40.52,40.71
177.05,179.0
194.5,191.9
135.37,133.46
121.09,119.08
112.88,117.93
13.24,17.25
137.94,133.34
178.66,182.46
27.33,25.96
117.1,117.91
165.39,164.77
89.71,89.25
130.91,128.38
150.97,147.8
128.72,133.12
83.99,79.32
162.51,166.66
70.98,68.24
184.19,186.82
133.04,133.98
42.16,40.76
59.76,57.34
57.57,58.26
99.96,100.3
92.56,89.47
117.22,119.3
144.29,146.19
159.67,164.28
174.88,169.17
125.62,121.56
104.15,104.41
180.38,178.1
144.57,144.2
154.44,154.37
184.68,187.54
164.98,168.27
123.02,122.07
68.17,65.64
176.78,176.72
156.36,160.0
189.42,192.43
138.24,142.9
198.56,200.54
68.17,69.32
119.55,117.17
33.28,30.02
165.28,161.26
101.54,103.06
169.23,168.7
159.31,160.36
158.46,160.87
87.39,84.32
68.49,69.04
80.62,78.08
147.6,146.22
57.69,58.77
46.9,47.67
56.92,54.27
172.41,171.71
178.37,178.78
134.31,131.02
65.55,66.19
87.39,86.79
172.86,170.74
161.78,165.44
131.9,133.36
188.16,192.56
63.05,65.39
78.6,81.8
170.59,169.08
36.72,38.67
166.36,165.06
65.66,63.18
144.74,146.97
189.6,189.73
115.54,117.07
183.29,187.41
56.79,59.4
137.57,138.55
149.76,145.2
88.18,87.75
36.23,39.22
82.01,82.74
164.83,165.75
120.63,120.3
116.49,119.74
139.88,137.23
180.4,178.5
86.92,84.75
144.71,147.04
142.92,139.49
115.98,112.34
182.69,181.25
131.56,133.25
29.53,29.43
162.37,164.24
66.98,66.02
118.15,118.66
178.41,176.86
155.21,150.95
154.5,154.58
126.64,124.06
182.92,187.67
103.36,102.69
92.07,92.44
167.29,167.82
76.51,76.8
66.09,62.15
130.39,130.38
150.51,152.77
74.73,76.99
130.05,133.41
53.28,55.89
116.53,113.51
56.32,53.14
73.33,78.63
155.93,152.36
32.39,35.87
40.85,43.3
10.41,11.4
189.4,187.66
31.64,32.31
70.17,73.8
43.23,42.24
184.85,184.06
118.03,119.63
61.35,64.04
191.85,194.28
83.53,87.48
148.19,148.87
195.18,191.3
21.19,18.92
192.81,192.25
192.06,189.11
50.85,47.0
46.18,49.93
133.83,130.58
28.36,33.51
133.76,136.01
120.3,123.61
175.63,173.44
150.51,149.77
126.31,127.44
66.31,66.53
81.33,81.5
130.98,132.87
101.42,99.98
14.13,13.45
66.66,67.8
200.73,201.68
101.31,101.34
132.04,133.4
185.62,180.45
74.32,74.07
69.76,66.76
197.93,197.38
190.05,191.16
105.39,106.4
142.8,144.79
95.28,97.05
118.87,118.24
82.83,81.18
54.52,57.07
185.23,182.4
39.23,40.11
15.28,16.7
89.01,91.98
87.98,87.46
81.11,82.65
11.71,10.3
57.0,54.01
39.98,38.32
104.01,105.95
16.03,19.49
78.64,78.02
34.01,37.62
195.57,200.93
180.84,178.76
115.65,119.45
15.56,14.05
192.25,191.14
99.33,95.18
93.67,91.02
35.71,35.29
108.99,113.82
46.56,46.95
39.48,38.96
118.74,117.73
125.1,123.79
120.4,118.73
57.5,57.76
104.69,107.28
21.78,18.58
101.91,100.79
138.21,140.44
70.66,69.65
151.03,150.76
68.57,70.51
102.13,102.41
175.78,172.59
55.05,51.19
63.98,59.76
186.51,183.56
196.13,193.1
187.0,189.16
28.48,31.35
89.99,87.22
81.85,76.9
104.41,105.13
196.69,198.82
60.87,62.55
49.65,49.6
38.32,42.91
120.28,117.87
153.27,150.72
166.34,166.51
150.28,146.56
138.66,139.61
110.43,112.68
103.32,102.0
10.35,11.34
39.75,40.26
136.75,133.8
178.14,174.12
193.55,192.46
77.28,74.57
161.3,162.07
125.83,126.22
37.37,42.29
185.02,185.04
18.3,14.55
136.24,135.39
137.91,134.98
118.56,117.19
39.64,40.43
201.04,199.84
148.59,148.38
36.86,35.51
101.2,101.34
103.84,103.19
69.35,70.52
62.12,65.23
150.47,152.15
43.52,44.02
136.55,133.25
51.31,53.98
152.11,157.06
142.2,140.56
153.31,153.79
155.64,156.39
33.64,35.85
114.54,116.52
127.75,130.7
80.64,85.89
72.55,70.35
78.78,79.5
111.77,112.16
44.52,44.92
77.03,79.85
80.29,80.99
161.61,161.11
122.76,122.02
21.66,23.43
44.15,42.17
23.66,22.26
177.08,174.87
159.34,160.43
14.66,19.37
27.57,31.69
46.37,51.68
119.32,118.05
202.77,201.1
118.49,119.82
137.67,137.41
44.33,42.7
64.04,60.6
41.3,41.29
33.28,31.07
11.48,10.63
87.2,86.72
113.83,113.85
38.27,36.33
156.01,157.99
195.18,199.16
122.58,123.19
72.73,73.62
123.86,124.96
111.25,113.09
57.99,56.62
84.77,83.66
193.12,192.67
104.13,107.72
79.46,77.74
146.39,149.87
188.84,189.97
136.91,137.46
54.53,57.73
145.82,145.5
143.76,144.51
97.48,99.21
160.84,159.06
174.24,172.37
10.28,6.55
196.82,194.72
16.3,19.87
170.97,173.93
168.4,164.78
138.24,138.68
169.18,165.28
26.37,22.09
109.98,105.49
147.83,150.63
73.9,73.3
77.4,79.18
42.32,40.58
19.06,23.83
102.3,101.08
48.42,50.49
190.37,193.25
77.24,81.69
149.09,153.46
128.1,127.06
13.9,12.09
57.71,57.97
200.23,197.4
98.36,98.32
155.26,160.35
87.17,91.01
163.1,164.4
168.51,168.07
163.32,162.28
16.37,16.16
31.54,31.5
181.08,179.22
173.71,177.57
72.33,70.92
157.5,157.8
22.74,19.12
64.53,63.37
153.09,150.8
145.94,149.74
