trip_duration,trip_distance,PULocationID,DOLocationID,time_stamp,weekday,month
848,2.2,143,141,129,3,4
3363,25.6,110,75,131,3,4
1844,10.2,152,173,129,6,4
2502,13.5,86,196,132,3,4
1636,14.3,38,102,135,7,4
1885,11.4,125,229,127,7,4
791,3.8,140,4,131,3,4
2136,5.8,133,77,127,4,4
2403,24.2,23,142,126,5,4
1114,9,168,112,135,1,4
2963,19.1,132,48,128,7,4
834,1.9,47,119,135,5,4
1589,14.6,15,140,130,2,4
2013,8.2,37,234,137,4,4
1094,7.3,247,141,138,5,4
1676,10.4,248,143,136,7,4
1837,13.9,119,231,126,2,4
2877,24.8,177,156,136,7,4
1590,4.9,113,146,132,7,4
2171,12.5,123,148,136,5,4
955,7.3,252,3,132,7,4
1771,11.9,164,171,131,6,4
2741,29.6,68,84,130,5,4
1099,4.2,170,7,133,5,4
928,2.4,190,49,135,3,4
2687,21.8,113,139,133,2,4
3805,45.4,17,79,132,4,4
1662,12.8,217,53,129,7,4
1078,8.6,222,123,128,4,4
1042,6.9,93,226,128,3,4
1061,5.5,215,180,127,4,4
2939,19,85,169,135,6,4
1452,12.8,74,197,132,5,4
1020,3.5,68,13,127,7,4
3298,39.4,84,248,127,6,4
987,2.3,87,249,133,6,4
1860,15.2,257,192,130,2,4
1958,13.4,22,233,137,1,4
3192,29.1,136,221,136,7,4
1260,3.5,225,85,130,7,4
1630,9.7,63,205,128,4,4
2398,21.8,214,194,132,2,4
2007,7,111,77,128,6,4
2239,14,111,95,134,7,4
2300,12.9,173,158,133,7,4
1481,6.1,246,157,138,4,4
1291,10.2,54,160,138,7,4
3481,36.5,121,44,133,6,4
1992,20.7,81,229,126,1,4
2343,22.1,259,124,128,3,4
2042,15.7,129,67,129,7,4
1542,7.6,238,148,127,5,4
2686,23,15,227,128,4,4
2073,19.3,65,185,126,5,4
1849,10.7,247,90,137,7,4
2944,19.7,203,246,132,3,4
2374,16.2,254,198,127,4,4
1995,13.3,133,172,130,7,4
866,5.1,28,93,130,6,4
963,8.9,74,57,126,6,4
1840,11.7,28,193,128,4,4
1072,11,175,219,131,7,4
2146,19.8,229,38,126,2,4
1043,6.5,58,168,126,4,4
1355,8.6,126,220,131,5,4
947,5.2,164,88,130,3,4
2094,18.2,217,254,137,7,4
1868,13.3,82,133,135,2,4
1074,4.8,148,145,135,4,4
3095,22.2,29,152,130,5,4
1716,12,34,171,131,7,4
1735,14.8,145,136,134,1,4
2100,7.8,256,142,126,1,4
2346,25.2,219,257,133,3,4
1701,11.3,79,21,131,2,4
812,3.8,152,143,126,6,4
2864,28.4,108,212,138,5,4
2945,23.2,156,193,135,1,4
1314,8.7,49,207,138,1,4
2987,30.3,64,251,136,3,4
1586,9.7,122,198,134,6,4
2162,14,22,229,138,5,4
1575,12.1,256,98,132,4,4
2333,8.6,62,150,137,7,4
1824,12.8,223,106,129,6,4
1741,10.9,78,230,130,4,4
2551,20,127,190,129,3,4
1968,16.1,263,102,135,7,4
387,1.6,131,98,128,4,4
2260,12,48,14,128,2,4
1572,7,14,85,133,2,4
2646,23.9,184,106,138,7,4
1491,7.8,39,197,133,7,4
2347,20.5,57,108,129,4,4
2032,11.7,90,78,129,7,4
2118,16.9,6,72,132,7,4
934,3,222,35,138,6,4
2638,22.5,28,143,136,3,4
3511,24.3,142,110,134,5,4
2015,21.2,99,52,136,2,4
1229,9,232,207,137,4,4
2065,6.6,49,123,136,5,4
3945,34.4,3,176,127,2,4
1334,11.4,195,221,132,2,4
1712,11.4,148,173,138,3,4
2397,21.8,222,263,130,2,4
2199,18.9,262,124,134,2,4
1234,5.7,243,126,127,3,4
1489,13.8,185,83,136,1,4
1465,13.5,138,51,132,3,4
2397,19.2,68,51,126,6,4
1954,16.3,164,218,126,4,4
1529,8.2,179,232,128,1,4
2171,10.8,126,249,131,7,4
3114,26.5,2,45,128,1,4
2129,22.5,128,160,134,3,4
528,2,29,108,130,4,4
