trip_duration,trip_distance,PULocationID,DOLocationID,time_stamp,weekday,month
1876,9.7,24,157,91,1,9
849,5.4,22,6,8,6,9
1321,8.6,219,56,106,7,9
1111,3.5,145,90,82,7,9
1436,10.5,162,248,37,6,9
1264,8.6,140,125,71,2,9
1760,12.7,235,107,134,5,9
1453,10.7,244,53,14,1,9
2975,38.3,44,139,138,6,9
1579,12.9,220,233,74,3,9
1856,16,64,220,76,6,9
1486,12.7,43,58,107,1,9
759,4.6,263,224,135,3,9
1186,8.9,164,138,131,7,9
2506,21.1,228,47,108,1,9
3193,17.9,30,113,29,6,9
2706,31.7,78,23,41,2,9
2005,22.2,195,124,137,7,9
4085,35.9,110,259,112,6,9
703,3.1,106,133,66,1,9
2118,12.3,37,147,115,5,9
1444,12.4,77,19,11,7,9
2119,17.8,74,76,94,7,9
3421,19,230,117,93,7,9
2579,26.5,74,156,53,5,9
1924,15.6,244,34,50,2,9
2845,24.2,220,76,15,6,9
538,1.7,130,10,4,5,9
2009,11.6,246,253,51,6,9
3427,27.5,109,207,24,2,9
2813,26.4,256,84,39,3,9
1915,17.2,96,169,109,6,9
3637,28.9,109,199,17,6,9
2165,17.7,227,135,44,7,9
342,1.1,242,32,11,7,9
1382,11.2,50,212,104,1,9
776,6.1,9,56,1,4,9
3435,29,187,9,10,4,9
2577,21.7,14,248,25,2,9
1537,18.3,44,67,60,1,9
1199,3.1,256,114,37,3,9
1559,6.8,151,4,67,5,9
2445,21.4,149,122,35,1,9
2063,15.9,49,78,57,4,9
1414,11.9,137,128,38,1,9
1463,10.5,137,190,49,2,9
2826,25.3,121,245,46,7,9
2071,22.6,40,1,108,4,9
673,2.2,78,32,39,3,9
2918,17.4,221,48,2,2,9
1290,11.9,152,184,91,5,9
1732,10.7,231,160,47,1,9
1011,9,101,219,97,7,9
1698,12,42,66,131,5,9
1122,6,13,164,135,5,9
2482,20.1,30,227,91,6,9
1379,6.1,152,141,68,3,9
2238,14.1,1,148,76,7,9
1806,12.8,53,49,118,4,9
3019,29.6,201,147,60,4,9
2390,18.6,209,10,89,1,9
1697,15.2,153,232,126,3,9
3144,29.4,206,142,49,7,9
2394,17.6,37,128,51,1,9
1931,16.6,235,261,104,2,9
2002,12.5,133,161,48,7,9
1739,14.6,218,250,143,1,9
952,5.9,212,247,108,5,9
2401,16.3,252,188,139,1,9
2042,15.8,216,133,134,5,9
1276,7.5,238,94,45,2,9
1039,5.7,261,111,26,7,9
1568,13.5,167,175,87,2,9
2592,10,85,202,143,5,9
1369,9,53,20,116,5,9
695,2,107,229,72,6,9
2583,24.2,129,201,87,1,9
888,3.9,126,47,109,7,9
851,5.2,23,172,16,3,9
1434,11.1,75,160,123,1,9
1797,5.4,40,35,7,1,9
2093,18.4,143,173,100,5,9
2855,17.6,218,125,52,4,9
1005,5.5,73,160,54,7,9
2050,14.5,51,146,78,5,9
2968,32.1,136,156,109,6,9
1568,14.7,262,16,108,4,9
1023,4,211,233,95,4,9
1799,11.2,189,179,63,3,9
3102,28.6,91,119,107,5,9
1687,15.5,115,155,109,4,9
1662,14.7,27,10,64,4,9
1690,10.4,161,235,5,7,9
752,3.6,32,59,53,7,9
1221,9.9,207,47,24,7,9
2543,21.4,30,182,116,4,9
2135,17,43,96,119,2,9
2467,24.8,175,6,94,5,9
1342,12.4,101,213,21,5,9
1867,15.4,171,128,100,4,9
2565,17.1,191,249,95,2,9
2151,19.4,75,203,51,6,9
1393,10,112,98,58,5,9
1678,8.7,34,230,85,6,9
