trip_duration,trip_distance,PULocationID,DOLocationID,time_stamp,weekday,month
1579,12.9,220,233,74,3,3
1856,16,64,220,76,6,3
1486,12.7,43,58,107,1,3
759,4.6,263,224,135,3,3
1186,8.9,164,138,131,7,3
2506,21.1,228,47,108,1,3
3193,17.9,30,113,29,6,3
2706,31.7,78,23,41,2,3
2005,22.2,195,124,137,7,3
4085,35.9,110,259,112,6,3
703,3.1,106,133,66,1,3
2118,12.3,37,147,115,5,3
1444,12.4,77,19,11,7,3
2119,17.8,74,76,94,7,3
3421,19,230,117,93,7,3
2579,26.5,74,156,53,5,3
1924,15.6,244,34,50,2,3
2845,24.2,220,76,15,6,3
538,1.7,130,10,4,5,3
2009,11.6,246,253,51,6,3
3427,27.5,109,207,24,2,3
2813,26.4,256,84,39,3,3
1915,17.2,96,169,109,6,3
3637,28.9,109,199,17,6,3
2165,17.7,227,135,44,7,3
342,1.1,242,32,11,7,3
1382,11.2,50,212,104,1,3
776,6.1,9,56,1,4,3
3435,29,187,9,10,4,3
2577,21.7,14,248,25,2,3
1537,18.3,44,67,60,1,3
1199,3.1,256,114,37,3,3
1559,6.8,151,4,67,5,3
2445,21.4,149,122,35,1,3
2063,15.9,49,78,57,4,3
1414,11.9,137,128,38,1,3
1463,10.5,137,190,49,2,3
2826,25.3,121,245,46,7,3
2071,22.6,40,1,108,4,3
673,2.2,78,32,39,3,3
2918,17.4,221,48,2,2,3
1290,11.9,152,184,91,5,3
1732,10.7,231,160,47,1,3
1011,9,101,219,97,7,3
1698,12,42,66,131,5,3
1122,6,13,164,135,5,3
2482,20.1,30,227,91,6,3
1379,6.1,152,141,68,3,3
2238,14.1,1,148,76,7,3
1806,12.8,53,49,118,4,3
3019,29.6,201,147,60,4,3
2390,18.6,209,10,89,1,3
1697,15.2,153,232,126,3,3
3144,29.4,206,142,49,7,3
2394,17.6,37,128,51,1,3
1931,16.6,235,261,104,2,3
2002,12.5,133,161,48,7,3
1739,14.6,218,250,143,1,3
952,5.9,212,247,108,5,3
2401,16.3,252,188,139,1,3
2042,15.8,216,133,134,5,3
1276,7.5,238,94,45,2,3
1039,5.7,261,111,26,7,3
1568,13.5,167,175,87,2,3
2592,10,85,202,143,5,3
1369,9,53,20,116,5,3
695,2,107,229,72,6,3
2583,24.2,129,201,87,1,3
888,3.9,126,47,109,7,3
851,5.2,23,172,16,3,3
1434,11.1,75,160,123,1,3
1797,5.4,40,35,7,1,3
2093,18.4,143,173,100,5,3
2855,17.6,218,125,52,4,3
1005,5.5,73,160,54,7,3
2050,14.5,51,146,78,5,3
2968,32.1,136,156,109,6,3
1568,14.7,262,16,108,4,3
1023,4,211,233,95,4,3
1799,11.2,189,179,63,3,3
3102,28.6,91,119,107,5,3
1687,15.5,115,155,109,4,3
1662,14.7,27,10,64,4,3
1690,10.4,161,235,5,7,3
752,3.6,32,59,53,7,3
1221,9.9,207,47,24,7,3
2543,21.4,30,182,116,4,3
2135,17,43,96,119,2,3
2467,24.8,175,6,94,5,3
1342,12.4,101,213,21,5,3
1867,15.4,171,128,100,4,3
2565,17.1,191,249,95,2,3
2151,19.4,75,203,51,6,3
1393,10,112,98,58,5,3
1678,8.7,34,230,85,6,3
